gender,marital_status,product_family,product_department,product_category,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,customer_count,fact_count
M,S,Drink,Alcoholic Beverages,Beer and Wine,2,Q1,1997,206.55,79.8916,105,33,36
M,S,Drink,Alcoholic Beverages,Beer and Wine,3,Q1,1997,236.42,91.7147,115,37,41
M,S,Drink,Alcoholic Beverages,Beer and Wine,4,Q2,1997,289.73,115.7969,145,43,46
M,S,Drink,Alcoholic Beverages,Beer and Wine,5,Q2,1997,336.52,136.494,157,47,49
M,S,Drink,Alcoholic Beverages,Beer and Wine,6,Q2,1997,296.28,116.6564,141,41,47
M,S,Drink,Alcoholic Beverages,Beer and Wine,7,Q3,1997,364.53,140.4027,168,48,50
M,S,Drink,Alcoholic Beverages,Beer and Wine,8,Q3,1997,296.56,118.1561,136,40,42
M,S,Drink,Alcoholic Beverages,Beer and Wine,9,Q3,1997,224.86,88.1567,110,34,37
M,S,Drink,Alcoholic Beverages,Beer and Wine,10,Q4,1997,300.58,115.4445,138,42,46
M,S,Drink,Alcoholic Beverages,Beer and Wine,11,Q4,1997,325.17,130.6529,160,43,51
M,S,Drink,Alcoholic Beverages,Beer and Wine,12,Q4,1997,316.72,129.0388,154,47,52
M,S,Drink,Beverages,Carbonated Beverages,1,Q1,1997,111.67,44.8227,50,19,19
M,S,Drink,Beverages,Carbonated Beverages,2,Q1,1997,141.2,56.8867,80,24,24
M,S,Drink,Beverages,Carbonated Beverages,3,Q1,1997,105.52,42.2754,59,21,21
M,S,Drink,Beverages,Carbonated Beverages,4,Q2,1997,156.33,61.6384,89,27,29
M,S,Drink,Beverages,Carbonated Beverages,5,Q2,1997,190.96,79.9455,94,30,30
M,S,Drink,Beverages,Carbonated Beverages,6,Q2,1997,105.65,40.4245,56,20,20
M,S,Drink,Beverages,Carbonated Beverages,7,Q3,1997,111.66,49.0487,68,23,24
M,S,Drink,Beverages,Carbonated Beverages,8,Q3,1997,111.14,42.3797,59,20,21
M,S,Drink,Beverages,Carbonated Beverages,9,Q3,1997,85.6,34.4843,55,20,20
M,S,Drink,Beverages,Carbonated Beverages,10,Q4,1997,95.8,35.0244,61,19,20
M,S,Drink,Beverages,Carbonated Beverages,11,Q4,1997,118.76,45.6144,72,25,25
M,S,Drink,Beverages,Carbonated Beverages,12,Q4,1997,160.17,62.0936,81,24,26
M,S,Drink,Beverages,Drinks,1,Q1,1997,123.05,48.8478,61,19,19
M,S,Drink,Beverages,Drinks,2,Q1,1997,85.44,34.9428,37,13,13
M,S,Drink,Beverages,Drinks,3,Q1,1997,108.51,43.5668,47,16,16
M,S,Drink,Beverages,Drinks,4,Q2,1997,100.37,42.2718,49,16,17
M,S,Drink,Beverages,Drinks,5,Q2,1997,156.63,57.0972,56,15,16
M,S,Drink,Beverages,Drinks,6,Q2,1997,122.89,48.4746,47,15,16
M,S,Drink,Beverages,Drinks,7,Q3,1997,142.34,52.8365,58,18,19
M,S,Drink,Beverages,Drinks,8,Q3,1997,91.05,39.0563,42,17,18
M,S,Drink,Beverages,Drinks,9,Q3,1997,72.98,27.6642,41,13,13
M,S,Drink,Beverages,Drinks,10,Q4,1997,167.63,63.7899,76,22,24
M,S,Drink,Beverages,Drinks,11,Q4,1997,125.08,50.5748,58,17,18
M,S,Drink,Beverages,Drinks,12,Q4,1997,206.89,81.5725,90,29,30
M,S,Drink,Beverages,Hot Beverages,1,Q1,1997,241.05,95.8621,103,32,33
M,S,Drink,Beverages,Hot Beverages,2,Q1,1997,176.64,70.5485,93,30,31
M,S,Drink,Beverages,Hot Beverages,3,Q1,1997,248.48,100.9132,122,33,36
M,S,Drink,Beverages,Hot Beverages,4,Q2,1997,242.55,97.1894,99,30,33
M,S,Drink,Beverages,Hot Beverages,5,Q2,1997,219,88.0275,97,30,31
M,S,Drink,Beverages,Hot Beverages,6,Q2,1997,185.66,69.0491,87,25,27
M,S,Drink,Beverages,Hot Beverages,7,Q3,1997,229.12,91.2365,109,36,37
M,S,Drink,Beverages,Hot Beverages,8,Q3,1997,215.44,87.5097,105,31,31
M,S,Drink,Beverages,Hot Beverages,9,Q3,1997,156.4,63.002,85,24,25
M,S,Drink,Beverages,Hot Beverages,10,Q4,1997,148.69,59.8298,74,24,24
M,S,Drink,Beverages,Hot Beverages,11,Q4,1997,329.5,134.3414,155,47,48
M,S,Drink,Beverages,Hot Beverages,12,Q4,1997,234.65,90.1767,107,32,37
M,S,Drink,Beverages,Pure Juice Beverages,1,Q1,1997,120.88,49.8328,56,19,19
M,S,Drink,Beverages,Pure Juice Beverages,2,Q1,1997,151.52,61.8826,83,28,28
M,S,Drink,Beverages,Pure Juice Beverages,3,Q1,1997,176.99,71.3866,82,28,29
M,S,Drink,Beverages,Pure Juice Beverages,4,Q2,1997,157.48,64.3785,78,24,24
M,S,Drink,Beverages,Pure Juice Beverages,5,Q2,1997,147.59,57.3779,74,24,24
M,S,Drink,Beverages,Pure Juice Beverages,6,Q2,1997,101.03,40.4535,54,18,18
M,S,Drink,Beverages,Pure Juice Beverages,7,Q3,1997,141.09,55.3075,81,26,27
M,S,Drink,Beverages,Pure Juice Beverages,8,Q3,1997,123.91,46.2736,68,21,21
M,S,Drink,Beverages,Pure Juice Beverages,9,Q3,1997,137.72,55.3403,71,20,20
M,S,Drink,Beverages,Pure Juice Beverages,10,Q4,1997,120.84,49.0543,59,18,19
M,S,Drink,Beverages,Pure Juice Beverages,11,Q4,1997,223.94,92.2581,107,37,38
M,S,Drink,Beverages,Pure Juice Beverages,12,Q4,1997,142.34,55.9826,67,23,23
M,S,Drink,Dairy,Dairy,1,Q1,1997,169.65,69.822,105,33,36
M,S,Drink,Dairy,Dairy,2,Q1,1997,192.48,79.771,130,40,44
M,S,Drink,Dairy,Dairy,3,Q1,1997,165.71,65.5168,120,34,37
M,S,Drink,Dairy,Dairy,4,Q2,1997,186.57,72.7215,103,30,32
M,S,Drink,Dairy,Dairy,5,Q2,1997,104.04,44.5999,62,21,21
M,S,Drink,Dairy,Dairy,6,Q2,1997,177.33,71.6322,106,33,34
M,S,Drink,Dairy,Dairy,7,Q3,1997,129.14,53.5687,93,28,32
M,S,Drink,Dairy,Dairy,8,Q3,1997,101.78,40.5221,64,19,20
M,S,Drink,Dairy,Dairy,9,Q3,1997,168.96,70.8777,83,26,27
M,S,Drink,Dairy,Dairy,10,Q4,1997,157.21,60.3369,107,32,33
M,S,Drink,Dairy,Dairy,11,Q4,1997,156.42,61.9336,89,31,31
M,S,Drink,Dairy,Dairy,12,Q4,1997,133.33,54.3562,99,31,32
M,S,Food,Baked Goods,Bread,1,Q1,1997,306.77,123.183,153,46,52
M,S,Food,Baked Goods,Bread,2,Q1,1997,324.42,131.4976,154,50,52
M,S,Food,Baked Goods,Bread,3,Q1,1997,432.05,177.7117,196,63,66
M,S,Food,Baked Goods,Bread,4,Q2,1997,218.13,83.6158,113,34,37
M,S,Food,Baked Goods,Bread,5,Q2,1997,392.34,160.3045,205,60,66
M,S,Food,Baked Goods,Bread,6,Q2,1997,302.57,120.4246,148,38,46
M,S,Food,Baked Goods,Bread,7,Q3,1997,358.82,139.2317,161,48,50
M,S,Food,Baked Goods,Bread,8,Q3,1997,364.99,143.1131,169,53,58
M,S,Food,Baked Goods,Bread,9,Q3,1997,290.94,121.1771,132,37,40
M,S,Food,Baked Goods,Bread,10,Q4,1997,274.65,108.9549,156,50,51
M,S,Food,Baked Goods,Bread,11,Q4,1997,594.71,232.8761,276,82,90
M,S,Food,Baked Goods,Bread,12,Q4,1997,457.7,189.7645,221,65,69
M,S,Food,Baking Goods,Baking Goods,1,Q1,1997,331.54,130.0213,176,51,55
M,S,Food,Baking Goods,Baking Goods,2,Q1,1997,368.48,143.3948,187,53,62
M,S,Food,Baking Goods,Baking Goods,3,Q1,1997,448.07,176.1319,240,65,73
M,S,Food,Baking Goods,Baking Goods,4,Q2,1997,275.01,105.85,154,45,48
M,S,Food,Baking Goods,Baking Goods,5,Q2,1997,426.39,172.5546,197,63,66
M,S,Food,Baking Goods,Baking Goods,6,Q2,1997,299.13,116.6885,147,42,47
M,S,Food,Baking Goods,Baking Goods,7,Q3,1997,352.19,132.6852,175,48,56
M,S,Food,Baking Goods,Baking Goods,8,Q3,1997,257.86,103.3747,159,45,48
M,S,Food,Baking Goods,Baking Goods,9,Q3,1997,239.68,97.1817,125,39,40
M,S,Food,Baking Goods,Baking Goods,10,Q4,1997,317.86,125.6338,180,53,58
M,S,Food,Baking Goods,Baking Goods,11,Q4,1997,418.71,163.7829,237,67,75
M,S,Food,Baking Goods,Baking Goods,12,Q4,1997,453.82,173.3604,236,68,74
M,S,Food,Baking Goods,Jams and Jellies,1,Q1,1997,524.5,200.3453,248,79,84
M,S,Food,Baking Goods,Jams and Jellies,2,Q1,1997,416.02,167.3029,237,72,80
M,S,Food,Baking Goods,Jams and Jellies,3,Q1,1997,439.27,178.2379,215,63,68
M,S,Food,Baking Goods,Jams and Jellies,4,Q2,1997,436.93,180.11,211,60,68
M,S,Food,Baking Goods,Jams and Jellies,5,Q2,1997,493.72,200.3467,264,78,89
M,S,Food,Baking Goods,Jams and Jellies,6,Q2,1997,406.36,165.1151,207,63,68
M,S,Food,Baking Goods,Jams and Jellies,7,Q3,1997,506.79,201.5775,269,79,85
M,S,Food,Baking Goods,Jams and Jellies,8,Q3,1997,492.15,193.5202,227,67,75
M,S,Food,Baking Goods,Jams and Jellies,9,Q3,1997,425.74,168.8411,198,56,64
M,S,Food,Baking Goods,Jams and Jellies,10,Q4,1997,484.66,192.9355,257,74,85
M,S,Food,Baking Goods,Jams and Jellies,11,Q4,1997,663.24,263.3978,331,84,106
M,S,Food,Baking Goods,Jams and Jellies,12,Q4,1997,635.95,255.5958,322,88,102
M,S,Food,Breakfast Foods,Breakfast Foods,1,Q1,1997,128.41,52.4186,57,20,20
M,S,Food,Breakfast Foods,Breakfast Foods,2,Q1,1997,125.9,46.8214,58,18,18
M,S,Food,Breakfast Foods,Breakfast Foods,3,Q1,1997,128.93,53.0638,61,22,22
M,S,Food,Breakfast Foods,Breakfast Foods,4,Q2,1997,55.13,21.6968,36,12,12
M,S,Food,Breakfast Foods,Breakfast Foods,5,Q2,1997,174.56,69.0345,77,22,24
M,S,Food,Breakfast Foods,Breakfast Foods,6,Q2,1997,149.15,60.3452,74,25,25
M,S,Food,Breakfast Foods,Breakfast Foods,7,Q3,1997,164.87,66.5235,78,26,26
M,S,Food,Breakfast Foods,Breakfast Foods,8,Q3,1997,156.9,61.2387,69,21,21
M,S,Food,Breakfast Foods,Breakfast Foods,9,Q3,1997,93.85,34.2852,48,13,15
M,S,Food,Breakfast Foods,Breakfast Foods,10,Q4,1997,121.21,45.6745,55,18,18
M,S,Food,Breakfast Foods,Breakfast Foods,11,Q4,1997,225.32,87.5079,97,29,30
M,S,Food,Breakfast Foods,Breakfast Foods,12,Q4,1997,189.41,79.4469,87,28,29
M,S,Food,Canned Foods,Canned Anchovies,1,Q1,1997,41.82,16.5603,15,6,6
M,S,Food,Canned Foods,Canned Anchovies,2,Q1,1997,20.56,7.5412,8,3,3
M,S,Food,Canned Foods,Canned Anchovies,3,Q1,1997,49.67,21.7727,18,5,5
M,S,Food,Canned Foods,Canned Anchovies,4,Q2,1997,55.11,22.1511,25,8,8
M,S,Food,Canned Foods,Canned Anchovies,5,Q2,1997,33.52,12.938,16,5,5
M,S,Food,Canned Foods,Canned Anchovies,6,Q2,1997,31.83,13.1504,14,4,4
M,S,Food,Canned Foods,Canned Anchovies,7,Q3,1997,27.72,12.375,15,5,5
M,S,Food,Canned Foods,Canned Anchovies,8,Q3,1997,60.79,26.67,19,6,6
M,S,Food,Canned Foods,Canned Anchovies,9,Q3,1997,44.13,16.7556,18,6,6
M,S,Food,Canned Foods,Canned Anchovies,10,Q4,1997,89.44,34.2281,33,10,10
M,S,Food,Canned Foods,Canned Anchovies,11,Q4,1997,99.26,36.4945,39,12,12
M,S,Food,Canned Foods,Canned Anchovies,12,Q4,1997,72.79,29.4646,27,8,8
M,S,Food,Canned Foods,Canned Clams,1,Q1,1997,45.86,19.3996,20,8,8
M,S,Food,Canned Foods,Canned Clams,2,Q1,1997,20.51,7.1726,11,4,4
M,S,Food,Canned Foods,Canned Clams,3,Q1,1997,17.35,6.7842,13,4,4
M,S,Food,Canned Foods,Canned Clams,4,Q2,1997,14.45,6.5601,11,4,4
M,S,Food,Canned Foods,Canned Clams,5,Q2,1997,17.83,7.6587,13,4,4
M,S,Food,Canned Foods,Canned Clams,6,Q2,1997,37.65,14.9301,21,7,7
M,S,Food,Canned Foods,Canned Clams,7,Q3,1997,59.26,25.2819,22,6,7
M,S,Food,Canned Foods,Canned Clams,8,Q3,1997,39.7,15.7092,22,7,7
M,S,Food,Canned Foods,Canned Clams,9,Q3,1997,28.75,12.0267,13,4,4
M,S,Food,Canned Foods,Canned Clams,10,Q4,1997,38.13,14.0687,21,7,7
M,S,Food,Canned Foods,Canned Clams,11,Q4,1997,35.75,14.5787,17,6,6
M,S,Food,Canned Foods,Canned Clams,12,Q4,1997,52.26,21.7846,24,8,8
M,S,Food,Canned Foods,Canned Oysters,1,Q1,1997,20.16,8.222,12,4,4
M,S,Food,Canned Foods,Canned Oysters,2,Q1,1997,27.03,10.8256,14,5,5
M,S,Food,Canned Foods,Canned Oysters,3,Q1,1997,43.32,14.872,20,6,6
M,S,Food,Canned Foods,Canned Oysters,4,Q2,1997,27.79,10.6455,14,6,6
M,S,Food,Canned Foods,Canned Oysters,5,Q2,1997,24.25,9.7041,11,4,4
M,S,Food,Canned Foods,Canned Oysters,6,Q2,1997,17.32,7.3412,8,2,2
M,S,Food,Canned Foods,Canned Oysters,7,Q3,1997,47.23,20.2146,21,7,7
M,S,Food,Canned Foods,Canned Oysters,8,Q3,1997,26.83,8.9184,14,4,4
M,S,Food,Canned Foods,Canned Oysters,9,Q3,1997,21.16,9.421,11,4,4
M,S,Food,Canned Foods,Canned Oysters,10,Q4,1997,49.75,18.8715,24,9,9
M,S,Food,Canned Foods,Canned Oysters,11,Q4,1997,36.44,15.5402,18,6,6
M,S,Food,Canned Foods,Canned Oysters,12,Q4,1997,45.1,18.7042,22,7,7
M,S,Food,Canned Foods,Canned Sardines,1,Q1,1997,42.68,16.2792,20,6,6
M,S,Food,Canned Foods,Canned Sardines,2,Q1,1997,29.82,11.1345,17,5,5
M,S,Food,Canned Foods,Canned Sardines,3,Q1,1997,27.41,10.0452,23,7,7
M,S,Food,Canned Foods,Canned Sardines,4,Q2,1997,31.58,11.7202,17,5,5
M,S,Food,Canned Foods,Canned Sardines,5,Q2,1997,18.4,8.6168,13,4,4
M,S,Food,Canned Foods,Canned Sardines,6,Q2,1997,17.57,6.4119,9,4,4
M,S,Food,Canned Foods,Canned Sardines,7,Q3,1997,57.32,22.348,25,9,9
M,S,Food,Canned Foods,Canned Sardines,8,Q3,1997,47.05,19.8302,31,10,10
M,S,Food,Canned Foods,Canned Sardines,9,Q3,1997,23.64,9.4788,13,4,4
M,S,Food,Canned Foods,Canned Sardines,10,Q4,1997,21.86,8.5884,14,5,5
M,S,Food,Canned Foods,Canned Sardines,11,Q4,1997,39.57,15.6505,24,8,8
M,S,Food,Canned Foods,Canned Sardines,12,Q4,1997,42.81,17.4688,31,12,12
M,S,Food,Canned Foods,Canned Shrimp,1,Q1,1997,40.56,14.0909,15,5,5
M,S,Food,Canned Foods,Canned Shrimp,2,Q1,1997,62.39,25.2611,23,7,7
M,S,Food,Canned Foods,Canned Shrimp,3,Q1,1997,51.36,20.3083,20,8,8
M,S,Food,Canned Foods,Canned Shrimp,4,Q2,1997,48.52,19.5198,18,7,7
M,S,Food,Canned Foods,Canned Shrimp,5,Q2,1997,45.61,18.2331,18,5,5
M,S,Food,Canned Foods,Canned Shrimp,6,Q2,1997,46.76,19.1441,19,6,6
M,S,Food,Canned Foods,Canned Shrimp,7,Q3,1997,21.23,8.9291,8,3,3
M,S,Food,Canned Foods,Canned Shrimp,8,Q3,1997,66.96,28.8575,23,7,7
M,S,Food,Canned Foods,Canned Shrimp,9,Q3,1997,54.83,21.6125,20,7,7
M,S,Food,Canned Foods,Canned Shrimp,10,Q4,1997,42.59,16.6455,16,6,6
M,S,Food,Canned Foods,Canned Shrimp,11,Q4,1997,15.19,6.2713,7,2,2
M,S,Food,Canned Foods,Canned Shrimp,12,Q4,1997,68.85,26.2299,25,9,9
M,S,Food,Canned Foods,Canned Soup,1,Q1,1997,239.5,92.0705,132,42,45
M,S,Food,Canned Foods,Canned Soup,2,Q1,1997,317.67,125.9549,163,48,51
M,S,Food,Canned Foods,Canned Soup,3,Q1,1997,366.08,146.5151,201,61,64
M,S,Food,Canned Foods,Canned Soup,4,Q2,1997,428.15,175.4258,192,53,62
M,S,Food,Canned Foods,Canned Soup,5,Q2,1997,312.3,127.1763,155,44,49
M,S,Food,Canned Foods,Canned Soup,6,Q2,1997,328.86,132.144,154,46,48
M,S,Food,Canned Foods,Canned Soup,7,Q3,1997,388.25,154.5356,191,56,60
M,S,Food,Canned Foods,Canned Soup,8,Q3,1997,364.3,150.0873,175,54,57
M,S,Food,Canned Foods,Canned Soup,9,Q3,1997,246.98,95.948,133,40,43
M,S,Food,Canned Foods,Canned Soup,10,Q4,1997,343.04,135.2515,165,50,55
M,S,Food,Canned Foods,Canned Soup,11,Q4,1997,351.54,140.3995,192,58,62
M,S,Food,Canned Foods,Canned Soup,12,Q4,1997,414.26,163.9464,191,54,61
M,S,Food,Canned Foods,Canned Tuna,1,Q1,1997,97.36,39.4287,50,14,16
M,S,Food,Canned Foods,Canned Tuna,2,Q1,1997,84.18,34.6288,41,14,14
M,S,Food,Canned Foods,Canned Tuna,3,Q1,1997,52.83,22.3692,28,10,10
M,S,Food,Canned Foods,Canned Tuna,4,Q2,1997,40.9,17.3452,26,9,9
M,S,Food,Canned Foods,Canned Tuna,5,Q2,1997,96.38,39.4095,50,16,17
M,S,Food,Canned Foods,Canned Tuna,6,Q2,1997,35.51,15.2097,19,7,7
M,S,Food,Canned Foods,Canned Tuna,7,Q3,1997,88.6,33.7507,50,17,17
M,S,Food,Canned Foods,Canned Tuna,8,Q3,1997,43.14,17.9208,28,10,10
M,S,Food,Canned Foods,Canned Tuna,9,Q3,1997,57.64,23.2126,38,12,12
M,S,Food,Canned Foods,Canned Tuna,10,Q4,1997,84.92,33.3275,39,12,13
M,S,Food,Canned Foods,Canned Tuna,11,Q4,1997,64.41,27.2468,30,10,10
M,S,Food,Canned Foods,Canned Tuna,12,Q4,1997,80.5,31.0002,41,13,14
M,S,Food,Canned Foods,Vegetables,1,Q1,1997,141.15,56.9385,71,23,24
M,S,Food,Canned Foods,Vegetables,2,Q1,1997,286.62,117.7685,119,35,38
M,S,Food,Canned Foods,Vegetables,3,Q1,1997,213.3,85.7304,96,33,34
M,S,Food,Canned Foods,Vegetables,4,Q2,1997,171.06,67.0022,82,29,29
M,S,Food,Canned Foods,Vegetables,5,Q2,1997,198.29,77.4002,98,30,30
M,S,Food,Canned Foods,Vegetables,6,Q2,1997,150.8,59.474,84,26,29
M,S,Food,Canned Foods,Vegetables,7,Q3,1997,238.2,96.1405,111,35,37
M,S,Food,Canned Foods,Vegetables,8,Q3,1997,253.65,99.5314,120,36,38
M,S,Food,Canned Foods,Vegetables,9,Q3,1997,267.31,107.0903,111,33,35
M,S,Food,Canned Foods,Vegetables,10,Q4,1997,213.39,87.7206,99,30,33
M,S,Food,Canned Foods,Vegetables,11,Q4,1997,318.36,126.452,142,43,46
M,S,Food,Canned Foods,Vegetables,12,Q4,1997,391.56,160.3716,171,50,55
M,S,Food,Canned Products,Fruit,1,Q1,1997,33.13,13.4884,21,8,8
M,S,Food,Canned Products,Fruit,2,Q1,1997,36.78,14.4373,26,9,9
M,S,Food,Canned Products,Fruit,3,Q1,1997,108.13,43.6195,53,17,18
M,S,Food,Canned Products,Fruit,4,Q2,1997,62.34,24.3939,34,10,10
M,S,Food,Canned Products,Fruit,5,Q2,1997,91.87,40.5634,51,18,18
M,S,Food,Canned Products,Fruit,6,Q2,1997,79.49,31.5062,35,11,11
M,S,Food,Canned Products,Fruit,7,Q3,1997,86.22,34.403,49,16,16
M,S,Food,Canned Products,Fruit,8,Q3,1997,71.33,28.3203,36,12,12
M,S,Food,Canned Products,Fruit,9,Q3,1997,96.55,38.3736,54,16,17
M,S,Food,Canned Products,Fruit,10,Q4,1997,54.97,20.3662,28,9,9
M,S,Food,Canned Products,Fruit,11,Q4,1997,128.89,51.1278,68,21,21
M,S,Food,Canned Products,Fruit,12,Q4,1997,83.81,30.8313,45,15,15
M,S,Food,Dairy,Dairy,1,Q1,1997,746.94,299.3589,312,84,98
M,S,Food,Dairy,Dairy,2,Q1,1997,573.41,226.7475,247,69,79
M,S,Food,Dairy,Dairy,3,Q1,1997,594.86,238.8454,269,82,90
M,S,Food,Dairy,Dairy,4,Q2,1997,606.06,241.1428,235,70,78
M,S,Food,Dairy,Dairy,5,Q2,1997,672.53,268.4157,282,82,94
M,S,Food,Dairy,Dairy,6,Q2,1997,488.58,192.244,209,65,71
M,S,Food,Dairy,Dairy,7,Q3,1997,687.74,279.7657,284,81,95
M,S,Food,Dairy,Dairy,8,Q3,1997,667.77,261.3401,276,79,93
M,S,Food,Dairy,Dairy,9,Q3,1997,532.54,216.362,236,74,78
M,S,Food,Dairy,Dairy,10,Q4,1997,452.44,180.4565,190,56,63
M,S,Food,Dairy,Dairy,11,Q4,1997,728.85,295.8858,314,89,103
M,S,Food,Dairy,Dairy,12,Q4,1997,815.26,320.5332,338,97,112
M,S,Food,Deli,Meat,1,Q1,1997,323.12,128.0725,155,49,52
M,S,Food,Deli,Meat,2,Q1,1997,339.97,132.4954,161,52,54
M,S,Food,Deli,Meat,3,Q1,1997,423.69,172.5702,191,60,64
M,S,Food,Deli,Meat,4,Q2,1997,360.24,142.0607,159,50,55
M,S,Food,Deli,Meat,5,Q2,1997,381.83,149.3983,186,54,57
M,S,Food,Deli,Meat,6,Q2,1997,457.75,183.0585,193,56,63
M,S,Food,Deli,Meat,7,Q3,1997,491.25,200.2369,229,68,75
M,S,Food,Deli,Meat,8,Q3,1997,425.1,169.2386,208,64,68
M,S,Food,Deli,Meat,9,Q3,1997,337.43,131.2106,153,43,49
M,S,Food,Deli,Meat,10,Q4,1997,347.89,137.7585,182,53,59
M,S,Food,Deli,Meat,11,Q4,1997,496.34,201.2559,220,59,73
M,S,Food,Deli,Meat,12,Q4,1997,426.52,172.2941,209,62,67
M,S,Food,Deli,Side Dishes,1,Q1,1997,111.66,47.9202,53,17,17
M,S,Food,Deli,Side Dishes,2,Q1,1997,141.44,54.3674,74,22,23
M,S,Food,Deli,Side Dishes,3,Q1,1997,162.04,61.8685,76,22,23
M,S,Food,Deli,Side Dishes,4,Q2,1997,86.38,35.081,49,14,14
M,S,Food,Deli,Side Dishes,5,Q2,1997,124.61,51.4698,87,25,26
M,S,Food,Deli,Side Dishes,6,Q2,1997,76.58,32.3596,51,17,17
M,S,Food,Deli,Side Dishes,7,Q3,1997,116.35,43.0761,57,20,20
M,S,Food,Deli,Side Dishes,8,Q3,1997,69.32,29.6471,42,13,14
M,S,Food,Deli,Side Dishes,9,Q3,1997,66.75,28.0711,40,14,15
M,S,Food,Deli,Side Dishes,10,Q4,1997,87.24,31.8525,39,12,12
M,S,Food,Deli,Side Dishes,11,Q4,1997,90.31,37.126,58,21,21
M,S,Food,Deli,Side Dishes,12,Q4,1997,133.67,54.2981,72,23,23
M,S,Food,Eggs,Eggs,1,Q1,1997,183.34,71.1502,69,22,23
M,S,Food,Eggs,Eggs,2,Q1,1997,148.51,58.8984,67,22,22
M,S,Food,Eggs,Eggs,3,Q1,1997,190.56,76.9296,91,29,29
M,S,Food,Eggs,Eggs,4,Q2,1997,234.49,95.3968,105,32,33
M,S,Food,Eggs,Eggs,5,Q2,1997,208.16,80.7436,82,24,25
M,S,Food,Eggs,Eggs,6,Q2,1997,176.12,68.201,75,23,23
M,S,Food,Eggs,Eggs,7,Q3,1997,301.01,118.6432,127,41,42
M,S,Food,Eggs,Eggs,8,Q3,1997,198.05,84.7858,94,29,29
M,S,Food,Eggs,Eggs,9,Q3,1997,197.03,77.1486,85,25,26
M,S,Food,Eggs,Eggs,10,Q4,1997,172.27,66.7906,74,24,26
M,S,Food,Eggs,Eggs,11,Q4,1997,244.26,98.4724,103,35,35
M,S,Food,Eggs,Eggs,12,Q4,1997,256.4,99.0109,108,33,35
M,S,Food,Frozen Foods,Breakfast Foods,1,Q1,1997,233.14,90.8032,137,43,45
M,S,Food,Frozen Foods,Breakfast Foods,2,Q1,1997,151.65,60.3116,74,23,27
M,S,Food,Frozen Foods,Breakfast Foods,3,Q1,1997,215.34,85.3467,128,33,42
M,S,Food,Frozen Foods,Breakfast Foods,4,Q2,1997,151.04,59.8939,89,29,30
M,S,Food,Frozen Foods,Breakfast Foods,5,Q2,1997,109.11,44.1025,70,23,23
M,S,Food,Frozen Foods,Breakfast Foods,6,Q2,1997,156.19,61.3882,92,28,29
M,S,Food,Frozen Foods,Breakfast Foods,7,Q3,1997,240.41,96.126,140,43,45
M,S,Food,Frozen Foods,Breakfast Foods,8,Q3,1997,156.89,60.2837,92,31,32
M,S,Food,Frozen Foods,Breakfast Foods,9,Q3,1997,209.89,83.0816,114,35,36
M,S,Food,Frozen Foods,Breakfast Foods,10,Q4,1997,191.04,73.246,122,35,39
M,S,Food,Frozen Foods,Breakfast Foods,11,Q4,1997,347.49,136.2254,182,53,60
M,S,Food,Frozen Foods,Breakfast Foods,12,Q4,1997,185.58,74.083,118,36,37
M,S,Food,Frozen Foods,Frozen Desserts,1,Q1,1997,262.98,103.2515,141,40,45
M,S,Food,Frozen Foods,Frozen Desserts,2,Q1,1997,387.71,156.3535,161,51,53
M,S,Food,Frozen Foods,Frozen Desserts,3,Q1,1997,310.75,117.365,150,42,47
M,S,Food,Frozen Foods,Frozen Desserts,4,Q2,1997,277.99,110.0307,138,41,46
M,S,Food,Frozen Foods,Frozen Desserts,5,Q2,1997,199.03,77.1417,89,27,29
M,S,Food,Frozen Foods,Frozen Desserts,6,Q2,1997,291.35,116.2862,150,44,46
M,S,Food,Frozen Foods,Frozen Desserts,7,Q3,1997,360.48,146.8179,176,55,57
M,S,Food,Frozen Foods,Frozen Desserts,8,Q3,1997,290.41,112.2931,136,41,45
M,S,Food,Frozen Foods,Frozen Desserts,9,Q3,1997,205.42,83.3718,96,34,36
M,S,Food,Frozen Foods,Frozen Desserts,10,Q4,1997,372.13,149.4856,174,49,54
M,S,Food,Frozen Foods,Frozen Desserts,11,Q4,1997,344.24,138.1128,160,50,55
M,S,Food,Frozen Foods,Frozen Desserts,12,Q4,1997,296.49,119.2577,139,46,46
M,S,Food,Frozen Foods,Frozen Entrees,1,Q1,1997,115.58,44.802,54,17,18
M,S,Food,Frozen Foods,Frozen Entrees,2,Q1,1997,84.63,33.4715,50,17,17
M,S,Food,Frozen Foods,Frozen Entrees,3,Q1,1997,98.18,37.0322,43,14,14
M,S,Food,Frozen Foods,Frozen Entrees,4,Q2,1997,73.13,27.9219,35,15,15
M,S,Food,Frozen Foods,Frozen Entrees,5,Q2,1997,128.79,51.2233,60,18,18
M,S,Food,Frozen Foods,Frozen Entrees,6,Q2,1997,86.59,35.2902,42,13,13
M,S,Food,Frozen Foods,Frozen Entrees,7,Q3,1997,134.3,54.1929,61,18,19
M,S,Food,Frozen Foods,Frozen Entrees,8,Q3,1997,150.53,59.0286,60,20,20
M,S,Food,Frozen Foods,Frozen Entrees,9,Q3,1997,106.97,43.7333,41,15,15
M,S,Food,Frozen Foods,Frozen Entrees,10,Q4,1997,112.91,48.3332,51,16,17
